date,volume,open,high,low,close,adjclose
2020-07-02,69195600,314.239990234375,315.70001220703125,311.510009765625,312.2300109863281,312.2300109863281
2020-07-01,72396500,309.57000732421875,311.8900146484375,309.07000732421875,310.5199890136719,310.5199890136719
2020-06-30,113394800,303.989990234375,310.20001220703125,303.82000732421875,308.3599853515625,308.3599853515625
2020-06-29,79773300,301.4100036621094,304.6099853515625,298.92999267578125,304.4599914550781,304.4599914550781
2020-06-26,127961000,306.1600036621094,306.3900146484375,299.4200134277344,300.04998779296875,300.04998779296875
2020-06-25,89468000,303.4700012207031,307.6400146484375,301.2799987792969,307.3500061035156,307.3500061035156
2020-06-24,132813500,309.8399963378906,310.510009765625,302.1000061035156,304.0899963378906,304.0899963378906
2020-06-23,68471200,313.489990234375,314.5,311.6099853515625,312.04998779296875,312.04998779296875
2020-06-22,74649400,307.989990234375,311.04998779296875,306.75,310.6199951171875,310.6199951171875
2020-06-19,135549600,314.1700134277344,314.3800048828125,306.5299987792969,308.6400146484375,308.6400146484375
2020-06-18,80828700,310.010009765625,312.29998779296875,309.510009765625,311.7799987792969,310.41400146484375
2020-06-17,82954600,314.07000732421875,314.3900146484375,310.8599853515625,311.6600036621094,310.2945251464844
2020-06-16,137627500,315.4800109863281,315.6400146484375,307.6700134277344,312.9599914550781,311.58880615234375
2020-06-15,135782700,298.0199890136719,308.2799987792969,296.739990234375,307.04998779296875,305.7047119140625
2020-06-12,194529100,308.239990234375,309.0799865722656,298.6000061035156,304.2099914550781,302.8771667480469
2020-06-11,209243600,311.4599914550781,312.1499938964844,300.010009765625,300.6099853515625,299.2929382324219
2020-06-10,95000800,321.4200134277344,322.3900146484375,318.2200012207031,319,317.60235595703125
2020-06-09,77479200,320.29998779296875,323.2799987792969,319.3599853515625,320.7900085449219,319.384521484375
2020-06-08,73641200,320.2200012207031,323.4100036621094,319.6300048828125,323.20001220703125,321.7839660644531
2020-06-05,150524700,317.2300109863281,321.2699890136719,317.1600036621094,319.3399963378906,317.9408874511719
2020-06-04,75794400,311.1099853515625,313,309.0799865722656,311.3599853515625,309.9958190917969
2020-06-03,92567600,310.239990234375,313.2200012207031,309.94000244140625,312.17999267578125,310.8122253417969
2020-06-02,74267200,306.54998779296875,308.1300048828125,305.1000061035156,308.0799865722656,306.7301940917969
2020-06-01,55758300,303.6199951171875,306.2099914550781,303.05999755859375,305.54998779296875,304.2112731933594
2020-05-29,119265700,302.4599914550781,304.9599914550781,299.4700012207031,304.32000732421875,302.9866943359375
2020-05-28,90405200,304.6499938964844,306.8399963378906,302.239990234375,302.9700012207031,301.6426086425781
2020-05-27,104817400,302.1199951171875,303.57000732421875,296.8699951171875,303.5299987792969,302.20013427734375
2020-05-26,88951400,301.92999267578125,302.19000244140625,295.4599914550781,299.0799865722656,297.7696228027344
2020-05-22,63958200,294.57000732421875,295.6300048828125,293.2200012207031,295.44000244140625,294.1455993652344
2020-05-21,78293900,296.7900085449219,297.6700134277344,293.69000244140625,294.8800048828125,293.5880432128906
2020-05-20,85861700,295.82000732421875,297.8699951171875,295.57000732421875,296.92999267578125,295.6290588378906
2020-05-19,95189300,294.3500061035156,296.2099914550781,291.95001220703125,291.9700012207031,290.6907958984375
2020-05-18,120320200,293.04998779296875,296.75,292.70001220703125,295,293.70751953125
2020-05-15,111146300,282.3699951171875,286.3299865722656,281.3399963378906,286.2799987792969,285.0257263183594
2020-05-14,121977900,278.95001220703125,285.1099853515625,272.989990234375,284.9700012207031,283.7214660644531
2020-05-13,144721100,286.05999755859375,287.19000244140625,278.9599914550781,281.6000061035156,280.3662414550781
2020-05-12,95870800,293.7900085449219,294.239990234375,286.5199890136719,286.6700134277344,285.4140319824219
2020-05-11,79030200,290.3399963378906,294,289.8800048828125,292.5,291.2184753417969
2020-05-08,76622100,291.0899963378906,292.95001220703125,289.8599853515625,292.44000244140625,291.1587219238281
2020-05-07,75250400,287.75,289.7799987792969,287.1300048828125,287.67999267578125,286.4195861816406
2020-05-06,73632600,288.0400085449219,288.4599914550781,283.7799987792969,284.25,283.0046081542969
2020-05-05,79569900,286.6400146484375,289.25,283.7099914550781,286.19000244140625,284.9361267089844
2020-05-04,80873200,280.739990234375,283.8999938964844,279.1300048828125,283.57000732421875,282.3276062011719
2020-05-01,125180000,285.30999755859375,290.6600036621094,281.5199890136719,282.7900085449219,281.551025390625
2020-04-30,121841200,291.7099914550781,293.32000732421875,288.5899963378906,290.4800109863281,289.20733642578125
2020-04-29,118745600,291.5299987792969,294.8800048828125,290.4100036621094,293.2099914550781,291.92535400390625
2020-04-28,105270000,291.0199890136719,291.3999938964844,285.3999938964844,285.7300109863281,284.4781494140625
2020-04-27,77896600,285.1199951171875,288.2699890136719,284.6199951171875,287.04998779296875,285.7923278808594
2020-04-24,85166000,280.7300109863281,283.70001220703125,278.5,282.9700012207031,281.730224609375
2020-04-23,104709700,280.489990234375,283.94000244140625,278.75,279.0799865722656,277.85723876953125
2020-04-22,93524600,278.3500061035156,281,276.9100036621094,279.1000061035156,277.877197265625
2020-04-21,126385700,276.7300109863281,278.0400085449219,272.0199890136719,273.0400085449219,271.84375
2020-04-20,100109300,282.6099853515625,286.7900085449219,281.3500061035156,281.5899963378906,280.35626220703125
2020-04-17,146684800,285.3800048828125,287.29998779296875,282.3999938964844,286.6400146484375,285.3841552734375
2020-04-16,131798300,279.1499938964844,280.0299987792969,275.760009765625,279.1000061035156,277.877197265625
2020-04-15,121775000,277.57000732421875,283.94000244140625,275.4599914550781,277.760009765625,276.5430603027344
2020-04-14,134143400,280.9800109863281,284.8999938964844,275.510009765625,283.7900085449219,282.546630859375
2020-04-13,114839100,277.1400146484375,277.510009765625,271.4100036621094,275.6600036621094,274.4522399902344
2020-04-09,190282700,277.5799865722656,281.20001220703125,275.4700012207031,278.20001220703125,276.98114013671875
2020-04-08,153774500,267.9599914550781,276,265.25,274.0299987792969,272.8293762207031
2020-04-07,201427200,274.2099914550781,275.0299987792969,264.8900146484375,265.1300048828125,263.9683837890625
2020-04-06,188061200,257.8399963378906,267,248.1699981689453,264.8599853515625,263.6995544433594
2020-04-03,135561200,250.75999450683594,253.32000732421875,245.22000122070312,248.19000244140625,247.1026153564453
2020-04-02,177660400,245.19000244140625,252.67999267578125,244.58999633789062,251.8300018310547,250.72665405273438
2020-04-01,189554600,247.97999572753906,257.6600036621094,243.89999389648438,246.14999389648438,245.071533203125
2020-03-31,194881100,260.55999755859375,263.3299865722656,256.2200012207031,257.75,256.6207275390625
2020-03-30,171369500,255.6999969482422,262.42999267578125,253.52999877929688,261.6499938964844,260.5036315917969
2020-03-27,224341200,253.27000427246094,260.80999755859375,251.0500030517578,253.4199981689453,252.3096923828125
2020-03-26,257632800,249.52000427246094,262.79998779296875,249.0500030517578,261.20001220703125,260.05560302734375
2020-03-25,299430300,244.8699951171875,256.3500061035156,239.75,246.7899932861328,245.70872497558594
2020-03-24,235494500,234.4199981689453,244.10000610351562,233.8000030517578,243.14999389648438,242.08468627929688
2020-03-23,326025200,228.19000244140625,229.67999267578125,218.25999450683594,222.9499969482422,221.9731903076172
2020-03-20,347158800,242.52999877929688,244.47000122070312,228.5,228.8000030517578,227.7975616455078
2020-03-19,289322000,239.25,247.3800048828125,232.22000122070312,240.50999450683594,238.056396484375
2020-03-18,327597100,236.25,248.3699951171875,228.02000427246094,240,237.55162048339844
2020-03-17,262070500,245.0399932861328,256.1700134277344,237.07000732421875,252.8000030517578,250.22103881835938
2020-03-16,297240000,241.17999267578125,256.8999938964844,237.36000061035156,239.85000610351562,237.4031524658203
2020-03-13,329566100,263.0899963378906,271.4800109863281,248.52000427246094,269.32000732421875,266.572509765625
2020-03-12,392220700,256,266.6600036621094,247.67999267578125,248.11000061035156,245.57888793945312
2020-03-11,255316300,280.70001220703125,281.94000244140625,270.8800048828125,274.3599853515625,271.5610656738281
2020-03-10,276444100,284.6400146484375,288.5199890136719,273.5,288.4200134277344,285.4776916503906
2020-03-09,309417300,275.29998779296875,284.19000244140625,273.45001220703125,274.2300109863281,271.43243408203125
2020-03-06,228667200,293.1499938964844,298.7799987792969,290.2300109863281,297.4599914550781,294.4254150390625
2020-03-05,186366800,304.9800109863281,308.4700012207031,300.010009765625,302.4599914550781,299.3744201660156
2020-03-04,176613400,306.1199951171875,313.1000061035156,303.3299865722656,312.8599853515625,309.6683044433594
2020-03-03,300139100,309.5,313.8399963378906,297.57000732421875,300.239990234375,297.17706298828125
2020-03-02,238703600,298.2099914550781,309.1600036621094,294.4599914550781,309.0899963378906,305.936767578125
2020-02-28,385764000,288.70001220703125,297.8900146484375,285.5400085449219,296.260009765625,293.2377014160156
2020-02-27,282744800,305.4599914550781,311.55999755859375,297.510009765625,297.510009765625,294.47491455078125
2020-02-26,194773800,314.17999267578125,318.1099853515625,310.70001220703125,311.5,308.32220458984375
2020-02-25,218913200,323.94000244140625,324.6099853515625,311.69000244140625,312.6499938964844,309.46044921875
2020-02-24,161088400,323.1400146484375,333.55999755859375,321.239990234375,322.4200134277344,319.1308288574219
2020-02-21,113788200,335.4700012207031,335.80999755859375,332.5799865722656,333.4800109863281,330.0779724121094
2020-02-20,74163400,337.739990234375,338.6400146484375,333.67999267578125,336.95001220703125,333.5125732421875
2020-02-19,48814700,337.7900085449219,339.0799865722656,337.4800109863281,338.3399963378906,334.8883972167969
2020-02-18,57226200,336.510009765625,337.6700134277344,335.2099914550781,336.7300109863281,333.2947998046875
2020-02-14,64582200,337.510009765625,337.7300109863281,336.20001220703125,337.6000061035156,334.15594482421875
2020-02-13,54501900,335.8599853515625,338.1199951171875,335.55999755859375,337.05999755859375,333.6214294433594
2020-02-12,43992700,336.8299865722656,337.6499938964844,336.42999267578125,337.4200134277344,333.977783203125
2020-02-11,54864500,336.1600036621094,337.0199890136719,334.67999267578125,335.260009765625,331.8398132324219
2020-02-10,42070000,331.2300109863281,334.75,331.19000244140625,334.67999267578125,331.2657165527344
2020-02-07,64139400,332.82000732421875,333.989990234375,331.6000061035156,332.20001220703125,328.81103515625
2020-02-06,50359700,333.9100036621094,334.19000244140625,332.79998779296875,333.9800109863281,330.5728759765625
2020-02-05,65951100,332.2699890136719,333.0899963378906,330.6700134277344,332.8599853515625,329.46429443359375
2020-02-04,62573200,328.07000732421875,330.010009765625,327.7200012207031,329.05999755859375,325.70306396484375
2020-02-03,69242300,323.3500061035156,326.1600036621094,323.2200012207031,324.1199951171875,320.8134460449219
2020-01-31,113845600,327,327.1700134277344,320.7300109863281,321.7300109863281,318.4478454589844
2020-01-30,75491800,324.3599853515625,327.9100036621094,323.5400085449219,327.67999267578125,324.3371276855469
2020-01-29,53888900,328.3800048828125,328.6300048828125,326.3999938964844,326.6199951171875,323.2879333496094
2020-01-28,63834000,325.05999755859375,327.8500061035156,323.6000061035156,326.8900146484375,323.5552062988281
2020-01-27,84062500,323.0299987792969,325.1199951171875,322.6600036621094,323.5,320.1997985839844
2020-01-24,87578400,332.44000244140625,332.5299987792969,327.3599853515625,328.7699890136719,325.416015625
2020-01-23,51963000,330.6300048828125,332.1700134277344,329.4100036621094,331.7200012207031,328.3359375
2020-01-22,48914900,332.239990234375,332.95001220703125,331.1700134277344,331.3399963378906,327.9598083496094
2020-01-21,77742400,330.8999938964844,332.17999267578125,330.82000732421875,331.29998779296875,327.92022705078125
2020-01-17,95846000,331.70001220703125,332.17999267578125,330.8500061035156,331.95001220703125,328.5635986328125
2020-01-16,54050300,329.70001220703125,330.9200134277344,329.45001220703125,330.9200134277344,327.5440979003906
2020-01-15,72056600,327.3500061035156,329.0199890136719,327.260009765625,328.19000244140625,324.8419189453125
2020-01-14,62832800,327.4700012207031,328.6199951171875,326.8399963378906,327.45001220703125,324.1094970703125
2020-01-13,47086800,326.3900146484375,327.9599914550781,325.9200134277344,327.95001220703125,324.6044006347656
2020-01-10,53029300,327.2900085449219,327.4599914550781,325.20001220703125,325.7099914550781,322.38720703125
2020-01-09,48473300,326.1600036621094,326.7300109863281,325.5199890136719,326.6499938964844,323.317626953125
2020-01-08,68296000,322.94000244140625,325.7799987792969,322.6700134277344,324.45001220703125,321.1401062011719
2020-01-07,40496400,323.0199890136719,323.5400085449219,322.239990234375,322.7300109863281,319.4376525878906
2020-01-06,55653900,320.489990234375,323.7300109863281,320.3599853515625,323.6400146484375,320.33837890625
2020-01-03,77709700,321.1600036621094,323.6400146484375,321.1000061035156,322.4100036621094,319.12091064453125
2020-01-02,59151200,323.5400085449219,324.8900146484375,322.5299987792969,324.8699951171875,321.5557861328125
2019-12-31,57077300,320.5299987792969,322.1300048828125,320.1499938964844,321.8599853515625,318.5765075683594
2019-12-30,49729100,322.95001220703125,323.1000061035156,320.54998779296875,321.0799865722656,317.804443359375
2019-12-27,42528800,323.739990234375,323.79998779296875,322.2799987792969,322.8599853515625,319.5662841796875
2019-12-26,30911200,321.6499938964844,322.95001220703125,321.6400146484375,322.94000244140625,319.6455078125
2019-12-24,20270000,321.4700012207031,321.5199890136719,320.8999938964844,321.2300109863281,317.9529724121094
2019-12-23,52990000,321.5899963378906,321.6499938964844,321.05999755859375,321.2200012207031,317.94305419921875
2019-12-20,147142100,320.4599914550781,321.9700012207031,319.3900146484375,320.7300109863281,317.4580383300781
2019-12-19,85310500,319.79998779296875,320.9800109863281,319.5199890136719,320.8999938964844,316.07232666015625
2019-12-18,48133000,320,320.25,319.5299987792969,319.5899963378906,314.78204345703125
2019-12-17,61097700,319.9200134277344,320.25,319.4800109863281,319.57000732421875,314.7623596191406
2019-12-16,82749700,319.2200012207031,320.1499938964844,317.25,319.5,314.6933898925781
2019-12-13,81503900,316.8699951171875,318.6700134277344,316.0199890136719,317.32000732421875,312.54620361328125
2019-12-12,96389600,314.42999267578125,317.989990234375,314.1700134277344,317.1300048828125,312.35906982421875
2019-12-11,53429100,314.0299987792969,314.70001220703125,313.44000244140625,314.4200134277344,309.6898498535156
2019-12-10,52649800,313.82000732421875,314.54998779296875,312.80999755859375,313.5299987792969,308.813232421875
2019-12-09,34838500,314.44000244140625,315.17999267578125,313.79998779296875,313.8800048828125,309.157958984375
2019-12-06,48927000,314.1199951171875,315.30999755859375,314.1099853515625,314.8699951171875,310.133056640625
2019-12-05,40709000,312.2300109863281,312.25,310.5799865722656,312.0199890136719,307.3258972167969
2019-12-04,49080000,310.70001220703125,312.1199951171875,310.32000732421875,311.4599914550781,306.7743225097656
2019-12-03,73941700,308.6499938964844,309.6400146484375,307.1300048828125,309.54998779296875,304.89306640625
2019-12-02,75767800,314.5899963378906,314.6600036621094,311.1700134277344,311.6400146484375,306.9516906738281
2019-11-29,36592700,314.8599853515625,315.1300048828125,314.05999755859375,314.30999755859375,309.5814514160156
2019-11-27,44444600,314.6099853515625,315.4800109863281,314.3699951171875,315.4800109863281,310.7338562011719
2019-11-26,37569000,313.4100036621094,314.2799987792969,313.05999755859375,314.0799865722656,309.35491943359375
2019-11-25,48647200,311.9800109863281,313.3699951171875,311.9800109863281,313.3699951171875,308.6556091308594
2019-11-22,44850200,311.0899963378906,311.239990234375,309.8500061035156,310.9599914550781,306.2818908691406
2019-11-21,54664700,310.8900146484375,311.010009765625,309.3900146484375,310.2699890136719,305.60223388671875
2019-11-20,79406200,311.2799987792969,311.8500061035156,309.05999755859375,310.7699890136719,306.0947265625
2019-11-19,67804700,312.67999267578125,312.69000244140625,311.2200012207031,311.92999267578125,307.2372741699219
2019-11-18,49228000,311.5299987792969,312.2799987792969,311.0299987792969,312.0199890136719,307.3258972167969
2019-11-15,62023600,311.0199890136719,311.8399963378906,310.260009765625,311.7900085449219,307.0993957519531
2019-11-14,51219900,308.7900085449219,309.6400146484375,308.0899963378906,309.54998779296875,304.89306640625
2019-11-13,53917700,307.9100036621094,309.5400085449219,307.6600036621094,309.1000061035156,304.4498596191406
2019-11-12,46484600,308.75,309.989990234375,308.1499938964844,309,304.3513488769531
2019-11-11,35797300,307.4200134277344,308.5400085449219,307.2699890136719,308.3500061035156,303.7111511230469
2019-11-08,49032100,307.79998779296875,309,307.0299987792969,308.94000244140625,304.2922668457031
2019-11-07,54272300,308.57000732421875,309.6499938964844,307.6600036621094,308.17999267578125,303.5436706542969
2019-11-06,46487100,307.0299987792969,307.3999938964844,306.05999755859375,307.1000061035156,302.47991943359375
2019-11-05,42933200,307.5899963378906,307.9200134277344,306.7099914550781,307.0299987792969,302.4109802246094
